,label,text
224,1,new mobiles must go txt nokia collect todayfrom wwwtcbiz optout gbpmtmsg
225,0,would really appreciate call need someone talk
226,1,u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries
227,0,hey company elama po mudyadhu
228,0,life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning
229,0,dear good morning
230,0,get gandhipuram walk cross cut road right side ltgt street road turn first right
231,0,dear going rubber place
232,0,sorry battery died yeah im
233,0,yeshere tv always available work place
234,1,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight pence
235,0,printed oh ltgt come upstairs
236,0,ill little closer like bus stop street
237,0,youwhen wil reach
238,0,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
239,1,u secret admirer looking make contact ufind rreveal thinks ur specialcall
240,0,tomarrow final hearing laptop case cant
241,0,pleassssssseeeeee tel v avent done sportsx
242,0,okay shining meant signing sounds better
243,0,although told u dat im baig face watches really like e watch u gave cos fr u thanx everything dat uve done today im touched
244,0,u dont remember old commercial
245,0,late said website didnt dont slippers
246,0,asked call ok
247,0,kallis wont bat nd innings
248,0,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
249,1,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage
250,0,ranjith cal drpd deeraj deepak min hold
251,0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
252,0,doinghow
253,0,ups days also shipping company takes wks way usps takes week gets lag may bribe nipost get stuff
254,0,im back lem know youre ready
255,0,dont necessarily expect done get back though im headin
256,0,mmm yummy babe nice jolt suzy
257,0,lover need
258,1,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call
259,0,im parked next mini coming today think
260,0,yup
261,0,anyway im going shopping cos sis done yet dun disturb u liao
262,0,luton ring ur around h
263,1,hey really horny want chat see naked text hot text charged pm unsubscribe text stop
264,0,dint come us
265,0,wana plan trip sometme
266,0,sure yet still trying get hold
267,1,ur ringtone service changed free credits go clubmobilescom choose content stop txt club stop pwk club po box mk wt
268,0,evo download flash jealous
269,1,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge
270,0,come mu sorting narcotics situation
271,0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay
272,1,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv infowwwpercentrealcom
273,0,usf guess might well take car
274,0,objection bf coming
275,0,thanx
276,0,tell rob mack gf theater
277,0,awesome ill see bit
278,0,sent type food like
279,0,done handed celebrations full swing yet
280,0,got called tool
281,0,wen u miss someone
282,0,ok asked money far
283,0,okie
284,0,yeah think usual guys still passed last night get ahold anybody let know ill throw
285,0,k might come tonight class lets early
286,0,ok
287,0,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx
288,0,life means lot love life love people life world calls friends call world ge
289,0,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
290,0,hey told name gautham ah
291,0,haf u found feel stupid da v cam working
292,0,oops got bit
293,0,much buzy
294,0,accidentally deleted message resend please
295,1,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call offer ends thfebtcs apply
296,0,unless situation go gurl would appropriate
297,0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
298,0,cant pick phone right pls send message
299,0,need coffee run tomocant believe time week already
300,0,awesome remember last time got somebody high first time diesel v
301,0,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
302,0,oh way food fridge want go meal tonight
303,0,womdarfull actor
304,1,sms ac blind date u rodds aberdeen united kingdom check httpimg sms acwicmbcktzr blind dates send hide
305,0,yup remb think book
306,0,jos ask u wana meet
307,0,lol yes friendship hanging thread cause u wont buy stuff
308,1,themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap
309,0,garage keys arent bookshelf
310,0,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
311,1,think ur smart win week weekly quiz text play nowtcs winnersclub po box uz gbpweek
312,0,says hell give call friends got money hes definitely buying end week
313,0,hi way u day normal waythis real ur uniquei hope know u rest mylife hope u find wot lost
314,0,made day great day
315,0,kkadvance happy pongal
316,0,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
317,0,really dude friends im afraid
318,1,december mobile mths entitled update latest colour camera mobile free call mobile update co free
319,0,coffee cake guess
320,0,merry christmas babe love ya kisses
321,0,hey dont go watch x men lunch haha
322,0,cud u tell ppl im gona b bit l cos buses hav gon past cos full im still waitin pete x
323,0,would great well guild could meet bristol road somewhere get touch weekend plans take flight good week
324,0,problem
326,0,hi dahow todays class
327,0,id say thats good sign well know track record reading women
328,0,cool text youre parked
329,0,im reading text sent meant joke read light
330,0,kkapo kgood movie
331,0,maybe could get book tomo return immediately something
332,1,call germany pence per minute call fixed line via access number prepayment direct access
333,0,chance might evaporated soon violated privacy stealing phone number employers paperwork cool please contact report supervisor
334,1,valentines day special win quiz take partner trip lifetime send go pmsg rcvd custcare
335,0,tadaaaaa home babe still
336,0,cool come havent wined dined
337,0,sleepingand surfing
339,0,u calling right call hand phone
340,0,ok thats great thanx lot
341,0,take post come must texts happy reading one wiv hello caroline end favourite bless
342,0,u hiding stranger
343,0,interested like
344,0,sister cleared two round birla soft yesterday
345,0,gudnitetcpractice going
346,0,dis yijue jus saw ur mail case huiming havent sent u num dis num
347,0,one small prestige problem
348,1,fancy shag dointerested sextextukcom txt xxuk suzy txts cost per msg tncs website x
349,0,checking really miss seeing jeremiah great month
350,0,nah cant help ive never iphone
351,0,youre car hour half im going apeshit
352,0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good
353,0,yo guys ever figure much need alcohol jay trying figure much safely spend weed
354,0,ltgt ish minutes minutes ago wtf
355,0,thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer
357,1,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc hgsuitelands rowwjhl
358,0,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday
359,0,hello got st andrewsboy long way cold keep posted
360,0,ha ha cool cool chikku chikkudb
361,0,oh ok prob
362,0,check audreys status right
363,0,busy trying finish new year looking forward finally meeting
364,0,good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always
365,0,well know z take care worries
366,1,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt orange call mobileupd calloptoutfq
367,1,discount code rp stop messages reply stop wwwregalportfoliocouk customer services
368,0,wat uniform get
369,0,cool text youre ready
370,0,hello boytoy geeee miss already woke wish bed cuddling love
371,0,spoil bed well
372,0,im going bath msg next ltgt min
373,0,cant keep talking people sure pay agree price pls tell want really buy much willing pay
374,1,thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer services
375,0,say happen
376,0,could seen mei didt recognise face
377,0,well theres lot things happening lindsay new years sighs bars ptbo blue heron something going
378,0,keep payasam rinu brings
379,0,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake
380,0,guess thats worried must know theres way body repairs im quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin
381,0,yeah sure give couple minutes track wallet
382,0,hey leave big deal take care
383,0,hey late ah meet
384,1,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd calloptoutndx
385,0,took mr owl licks
386,0,customer place call
387,0,mm time dont like fun
388,1,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt
389,0,yup lunch buffet u eat already
390,0,huh late fr dinner
391,0,hey sat going intro pilates kickboxing
392,0,morning ok
393,0,yes think office lap room think thats last days didnt shut
394,0,pick bout ish time going
395,0,performance award calculated every two monthnot current one month period
396,0,actually sleeping still might u call back text gr rock sis send u text wen wake
397,0,always putting business put pictures ass facebook one open people ive ever met would think picture room would hurt make feel violated
398,0,good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india
399,0,hmmmkbut want change field quickly dai wan na get system administrator network administrator
400,1,free ringtone text first poly text get true tone help st free tones xpw end txt stop
401,0,dear chechi talk
402,0,hair cream shipped
403,0,none thats happening til get though
404,0,yep great loxahatchee xmas tree burning ltgt starts hour
405,0,haha get used driving usf man know lot stoners
406,0,well slightly disastrous class pm fav darlings hope day ok coffee wld good cant stay late tomorrow time place always
407,0,hello good week fancy drink something later
408,0,headin towards busetop
409,0,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
410,0,come room point iron plan weekend
411,0,cos want thing
412,0,okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah
413,0,bring home wendy
414,1,dating service call boxskch
415,0,whatsup dont u want sleep
416,0,alright new goal
417,1,free entry weekly competition text word win tc wwwtxttowincouk
418,0,alright ill head minutes text meet
419,1,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ads p
420,0,yesfrom last week im taking live call
421,1,someone contacted dating service entered phone fancy find call landline poboxntfp
422,0,siva hostel aha
423,1,urgent mobile number awarded prize guaranteed call land line claim valid hrs
424,0,send ur friends receive something ur voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny ltgt irritating ltgt lovable reply
425,0,ok shell ok guess
426,0,aathiwhere dear
427,0,pain urination thing else
428,0,esplanade mind giving lift cos got car today
429,0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
430,0,home watching tv lor
431,0,usually take fifteen fucking minutes respond yes question
432,1,congrats nokia video camera phone call calls cost ppm ave call mins vary mobiles close post bcm ldn wcnxx
433,0,booked ticket pongal
434,0,available im like right around hillsborough amp ltgt th
435,0,message sent askin ltgt dollars shoul pay ltgt ltgt
436,0,ask g iouri ive told story like ten times already
437,0,long applebees fucking take
438,0,hi hope u get txtjourney hasnt gdnow mins late think
439,0,like love arrange
440,0,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get
441,0,supposed wake gt
442,0,oic saw tot din c found group liao
444,0,hey hey werethe monkeespeople say monkeyaround howdy gorgeous
445,0,sorry battery died come im getting gram wheres place
446,0,well done blimey exercise yeah kinda remember wot hmm
447,0,wont get concentration dear know mind everything
448,0,lol made plans new years
449,0,min later k
450,0,hanks lotsly
451,0,thanks hope good day today
452,0,kkwhat detail want transferacc enough
453,0,ok tell stay yeah tough optimistic things improve month
454,1,loan purpose homeowners tenants welcome previously refused still help call free text back help
455,0,si si think ill go make oreo truffles
456,0,look amy ure beautiful intelligent woman like u lot know u dont like like dont worry
457,0,hope thats result consistently intelligent kind start asking practicum links keep ears open best ttyl
458,0,call cost guess isnt bad miss ya need ya want ya love ya
459,0,going thru different feelingwavering decisions coping individualtime heal everything believe
460,0,u go phone gon na die stay
461,0,great never better day gives even reasons thank god
462,1,upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer ends th july tcs apply optout available
463,0,sorry ill call later ok bye
464,0,ok way railway
465,0,great princess love giving receiving oral doggy style fave position enjoy making love ltgt times per night
466,0,dont put stuff roads keep getting slippery
467,0,going ride bike
468,0,yup need ill jus wait e rain stop
469,0,many company tell language
470,1,okmail dear dave final notice collect tenerife holiday cash award call landline tcs sae box cwwx ppm
471,0,long since screamed princess
472,0,nothing meant money enters account bank remove flat rate someone transfered ltgt account ltgt dollars got removed banks differ charges also differbe sure trust ja person sending account details cos
473,1,want get laid tonight want real dogging locations sent direct ur mob join uks largest dogging network txting moan nyt eca pmsgp
474,0,nice line said broken heart plz dont cum times infront wise trust u good
475,0,ok im gon na head usf like fifteen minutes
476,0,love aathilove u lot
477,0,tension ahwhat machiany problem
478,0,k pick another th youre done
479,0,whenre guys getting back g said thinking staying mcr
480,0,almost see u sec
481,0,yo carlos friends already asking working weekend
482,0,watching tv lor
483,0,thank baby cant wait taste real thing
484,0,change fb jaykwon thuglyfe falconerf
485,0,win really side long time
486,1,free message activate free text messages replying message word free terms conditions visit wwwcom
487,0,dear reached railway happen
488,0,depends quality want type sent boye faded glory want ralphs maybe
489,0,think ive fixed send test message
490,0,sorry man accounts dry would want could trade back half could buy shit credit card
491,1,congrats year special cinema pass call c suprman v matrix starwars etc free bxipwe pm dont miss
492,0,sorryin meeting ill call later
493,0,class ltgt reunion
494,0,free nowcan call
495,0,got meh
496,0,nope think go monday sorry replied late
497,0,told accenture confirm true
498,0,kate jackson rec center ish right
499,0,dear reache room
500,0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
501,0,come
502,0,check nuerologist
503,0,lolnice went fish water
504,1,congratulations weeks competition draw u prize claim call b tcsstop sms ppm
505,0,waiting e car dats bored wat cos wait outside got nothing home stuff watch tv wat
506,0,maybe westshore hyde park village place near house
507,0,know hows anthony bringing money ive school fees pay rent stuff like thats need help friend need
508,0,whats significance
509,0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
510,0,latest gs still scrounge ammo want give new ak try
511,0,prabhaim sorydarealyfrm heart im sory
512,0,lol ok forgiven
513,0,nojst change tat
514,1,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd
515,0,sno competition
516,1,boltblue tones p reply poly mono eg poly cha cha slide yeah slow jamz toxic come stop tones txt
517,1,credits topped httpwwwbubbletextcom renewal pin tgxxrz
518,0,way transport less problematic sat night way u want ask n join bday feel free need know definite nos booking fri
519,0,usually person unconscious thats children adults may behave abnormally ill call
520,0,thats ebay might less elsewhere
521,0,shall come get pickle
522,0,gon na go get tacos
523,0,thats rude campus
524,1,urgent mobile awarded bonus caller prize nd attempt contact call boxqu
525,0,hi wont b ard christmas enjoy n merry xmas
526,1,todays offer claim ur worth discount vouchers text yes savamob member offers mobile cs sub unsub reply x
527,0,yes pretty lady like single
528,1,recieve tone within next hrs terms conditions please see channel u teletext pg
529,0,jay says youre doublefaggot
530,1,private account statement shows unredeemed sim points call identifier code expires
531,0,todaysundaysunday holidayso work
533,0,ill late
534,0,ive called hoping lr malaria know miss guys miss bani big pls give love especially great day
535,0,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea
536,0,probably gon na see later tonight lt
537,0,maybe fat fingers press buttons doesnt know
538,0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
539,0,tirupur da started office call
540,1,wwwapplausestorecom monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop
541,0,famous quote develop ability listen anything unconditionally without losing temper self confidence means married
542,0,going college pa else ill come self pa
543,0,oclock mine bash flat plan
544,0,girl stay bed girl doesnt need recovery time id rather pass fun cooped bed
545,0,special
546,0,know need get hotel got invitation apologise cali sweet come english blokes weddin
547,0,sorry took long omw
548,0,wait ltgt min
549,0,ok give minutes think see btw youre alibi cutting hair whole time
550,0,imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
551,0,hurry ive weeddeficient like three days
552,0,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo
553,0,ok every night take warm bath drink cup milk youll see work magic still need loose weight know
554,0,ill look frying pan case cheap book perhaps thats silly frying pan isnt likely book
555,0,well uv causes mutations sunscreen like essential thesedays
556,0,lunchyou onlinewhy
557,0,know friend already told
558,0,hi princess thank pics pretty
559,0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee
560,0,hi msg meim office
561,0,thanx e brownie v nice
562,0,geeeee love much barely stand
563,1,gent trying contact last weekends draw shows prize guaranteed call claim code k valid hrs ppm
564,0,fuck babe miss already know cant let send money towards net need want crave
565,0,ill call u mrw ninish address icky american freek wont stop callin bad jen k eh
566,0,oooh bed ridden ey thinking
567,0,anyways go gym whatever love smiles hope ok good day babe miss much already
568,0,love daddy make scream pleasure going slap ass dick
569,0,wot u wan na missy
570,0,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee
571,0,know lab goggles went
572,0,open door
573,0,waiting call
574,0,nope waiting sch daddy
575,1,cash prize claim call
576,0,im tired arguing week week want ill
577,0,wait sch finish ard
578,1,mobile number claim calls us back ring claims hot line
579,0,arngd marriage u r walkin unfortuntly snake bites u bt love marriage dancing frnt snake amp sayin bite bite
580,0,huh early dinner outside izzit
581,0,ok anyway need change said
582,1,tried contact reply offer mins textand new video phone call reply free delivery tomorrow
583,0,exwife able kids want kids one day
584,0,hows scotland hope showing jjc tendencies take care live dream
585,0,tell u headache want use hour sick time
586,0,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den
587,0,pete please ring meive hardly gotany credit
588,0,ya srsly better yi tho
589,0,im meeting call later
590,1,ur chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk
591,1,specially selected receive pound award call lines close cost ppm tcs apply ag promo
592,1,private account statement shows unredeemed points call identifier code expires
593,0,still grand prix
594,0,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz
595,0,great
596,0,gud mrng dear nice day
597,1,important customer service announcement call freephone
598,0,exhausted train morning much wine pie sleep well
599,0,im going buy mums present ar
600,0,mind blastin tsunamis occur rajnikant stopped swimming indian oceand
601,0,u sending home first ok lor im ready yet
602,0,speaking cash yet
603,0,happy come noon
604,0,meet lunch la
605,0,take care n get well soon
606,1,xclusiveclubsaisai morow soiree speciale zouk nichols parisfree roses ladies info
607,0,meant say cant wait see u getting bored bridgwater banter
608,0,neva mind ok
609,0,fine imma get drink somethin want come find
610,1,days kick euro u kept date latest news results daily removed send get txt stop
611,0,valentine game send dis msg ur friends answers r someone really loves u ques colour suits bestrply
612,0,many dependents
613,0,thanx today cer nice catch ave find time often oh well take care c u soonc
